index,speaker,speaker_name,topic,text
960,trump,TRUMP,"isis, h-clinton, obama","I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton."
961,trump,TRUMP,"military, h-clinton","And believe me, you were the ones that took out the troops."
962,trump,TRUMP,misc,"Not only that, you named the day."
963,trump,TRUMP,misc,"They sat back probably and said, I can't believe it."
964,clinton,CLINTON,misc," Lester, we've covered..."
965,trump,TRUMP,misc," No, wait a minute."
966,clinton,CLINTON,misc, We've covered this ground.
967,trump,TRUMP,misc," When they formed, when they formed, this is something that never should have happened."
968,trump,TRUMP,misc,It should have never happened.
969,trump,TRUMP,isis,"Now, you're talking about taking out ISIS."
970,trump,TRUMP,h-clinton,"But you were there, and you were secretary of state when it was a little infant."
971,trump,TRUMP,misc,Now it's in over 30 countries.
972,trump,TRUMP,"h-clinton, isis",And you're going to stop them?
973,trump,TRUMP,misc,I don't think so.
974,moderator,MODERATOR,trump," Mr. Trump, a lot of these are judgment questions."
975,moderator,MODERATOR,iraq,You had supported the war in Iraq before the invasion.
976,moderator,MODERATOR,misc,What makes your...
977,trump,TRUMP,iraq, I did not support the war in Iraq.
978,moderator,MODERATOR,misc,In 2002...
979,trump,TRUMP,h-clinton," That is a mainstream media nonsense put out by her, because she frankly, I think the best person in her campaign is mainstream media."
980,moderator,MODERATOR,misc," My question is, since you supported it..."
981,trump,TRUMP,misc, Just would you like to hear...
982,moderator,MODERATOR,misc, ... why is your why is your judgment...
983,trump,TRUMP,misc, Wait a minute.
984,trump,TRUMP,iraq,I was against the war in Iraq.
985,trump,TRUMP,misc,Just so you put it out.
986,moderator,MODERATOR,"iraq, military"," The record shows otherwise, but why why was..."
987,trump,TRUMP,"iraq, military", The record does not show that.
988,moderator,MODERATOR,misc, Why was is your judgment any...
989,trump,TRUMP,"iraq, military", The record shows that I'm right.
990,trump,TRUMP,misc,"When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows?"
991,trump,TRUMP,misc,Essentially.
992,trump,TRUMP,misc,I then did an interview with Neil Cavuto.
993,trump,TRUMP,economy,We talked about the economy is more important.
994,trump,TRUMP,misc,"I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity."
995,trump,TRUMP,misc,I had numerous conversations with Sean Hannity at Fox.
996,trump,TRUMP,military,"And Sean Hannity said and he called me the other day and I spoke to him about it he said you were totally against the war, because he was for the war."
997,moderator,MODERATOR,misc, Why is your judgment better than...
998,trump,TRUMP,misc, And when he excuse me.
999,trump,TRUMP,misc,And that was before the war started.
1000,trump,TRUMP,misc,"Sean Hannity said very strongly to me and other people he's willing to say it, but nobody wants to call him."
1001,trump,TRUMP,misc,I was against the war.
1002,trump,TRUMP,misc,"He said, you used to have fights with me, because Sean was in favor of the war."
1003,trump,TRUMP,misc,"And I understand that side, also, not very much, because we should have never been there."
1004,trump,TRUMP,misc,But nobody called Sean Hannity.
1005,trump,TRUMP,msic,"And then they did an article in a major magazine, shortly after the war started."
1006,trump,TRUMP,"iraq, trump",But they did an article which had me totally against the war in Iraq.
1007,trump,TRUMP,trump,"And one of your compatriots said, you know, whether it was before or right after, Trump was definitely because if you read this article, there's no doubt."
1008,trump,TRUMP,misc,"But if somebody and I'll ask the press if somebody would call up Sean Hannity, this was before the war started."
1009,trump,TRUMP,misc,He and I used to have arguments about the war.
1010,trump,TRUMP,misc,"I said, it's a terrible and a stupid thing."
1011,trump,TRUMP,misc,It's going to destabilize the Middle East.
1012,trump,TRUMP,misc,And that's exactly what it's done.
1013,trump,TRUMP,misc,It's been a disaster.
1014,moderator,MODERATOR,"question, h-clinton","My reference was to what you had said in 2002, and my question was..."
1015,trump,TRUMP,misc,You didn't hear what I said.
1016,moderator,MODERATOR,"question, h-clinton"," Why is your judgment, why is your judgment any different than Mrs. Clinton's judgment?"
1017,trump,TRUMP,misc," Well, I have much better judgment than she does."
1018,trump,TRUMP,misc,There's no question about that.
1019,trump,TRUMP,h-clinton,"I also have a much better temperament than she has, you know?"
1020,trump,TRUMP,h-clinton,"(LAUGHTER)  I have a much better she spent let me tell you she spent hundreds of millions of dollars on an advertising you know, they get Madison Avenue into a room, they put names oh, temperament, let's go after I think my strongest asset, maybe by far, is my temperament."
1021,trump,TRUMP,trump,I have a winning temperament.
1022,trump,TRUMP,trump,I know how to win.
1023,moderator,MODERATOR,h-clinton, Secretary Clinton?
1024,trump,TRUMP,h-clinton,"The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control."
1025,trump,TRUMP,misc,"I said, there's a person with a temperament that's got a problem."
1026,moderator,MODERATOR,h-clinton, Secretary Clinton?
1027,clinton,CLINTON,trump,"(LAUGHTER)  Let's talk about two important issues that were briefly mentioned by Donald, first, NATO."
1028,clinton,CLINTON,military,"You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all."
1029,clinton,CLINTON,misc,And you know the only time it's ever been invoked?
1030,clinton,CLINTON,terrorism,"After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side."
1031,clinton,CLINTON,"iran, h-clinton","With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb."
1032,clinton,CLINTON,bush,They had mastered the nuclear fuel cycle under the Bush administration.
1033,clinton,CLINTON,misc,They had built covert facilities.
1034,clinton,CLINTON,"iran, h-clinton","I voted for every sanction against Iran when I was in the Senate, but it wasn't enough."
1035,clinton,CLINTON,"russia, china, iran",So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran.
1036,clinton,CLINTON,iran,And we did drive them to the negotiating table.
1037,clinton,CLINTON,"obama, iran","And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot."
1038,clinton,CLINTON,misc,That's diplomacy.
1039,clinton,CLINTON,misc,That's coalition-building.
1040,clinton,CLINTON,misc,That's working with other nations.
1041,clinton,CLINTON,"iran, america","The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship."
1042,clinton,CLINTON,misc,"He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war."
1043,clinton,CLINTON,misc,That's not good judgment.
1044,trump,TRUMP,misc, That would not start a war.
1045,clinton,CLINTON,misc," That is not the right temperament to be commander-in- chief, to be taunted."
1046,clinton,CLINTON,misc,And the worst part...
1047,trump,TRUMP,misc," No, they were taunting us."
1048,clinton,CLINTON,trump, ... of what we heard Donald say has been about nuclear weapons.
1049,clinton,CLINTON,trump,"He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia."
1050,clinton,CLINTON,america,"It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons."
1051,clinton,CLINTON,misc,"He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine..."
1052,clinton,CLINTON,misc," ... have a good time, folks."
1053,trump,TRUMP,misc, It's lies.
1054,clinton,CLINTON,misc," And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling."
1055,clinton,CLINTON,safety,That is the number-one threat we face in the world.
1056,clinton,CLINTON,"terrorism, safety",And it becomes particularly threatening if terrorists ever get their hands on any nuclear material.
1057,clinton,CLINTON,trump,"So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned."
1058,trump,TRUMP,misc," That line's getting a little bit old, I must say."
1059,clinton,CLINTON,misc," It's a good one, though."
1060,clinton,CLINTON,misc,It well describes the problem.
1061,trump,TRUMP,misc,(LAUGHTER)  TRUMP: It's not an accurate one at all.
1062,trump,TRUMP,misc,It's not an accurate one.
1063,trump,TRUMP,misc,So I just want to give a lot of things and just to respond.
1064,trump,TRUMP,h-clinton,I agree with her on one thing.
1065,trump,TRUMP,safety,"The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your your president thinks."
1066,trump,TRUMP,safety,Nuclear is the single greatest threat.
1067,trump,TRUMP,military,"Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries."
1068,trump,TRUMP,trade,They do not pay us.
1069,trump,TRUMP,misc,"But they should be paying us, because we are providing tremendous service and we're losing a fortune."
1070,trump,TRUMP,misc,That's why we're losing we're losing we lose on everything.
1071,trump,TRUMP,misc,"I say, who makes these we lose on everything."
1072,trump,TRUMP,economy,"All I said, that it's very possible that if they don't pay a fair share, because this isn't 40 years ago where we could do what we're doing."
1073,trump,TRUMP,trade,"We can't defend Japan, a behemoth, selling us cars by the million..."
1074,moderator,MODERATOR,misc, We need to move on.
1075,trump,TRUMP,misc," Well, wait, but it's very important."
1076,trump,TRUMP,military,"All I said was, they may have to defend themselves or they have to help us out."
1077,trump,TRUMP,deficit,We're a country that owes $20 trillion.
1078,trump,TRUMP,misc," As far as the nuclear is concerned, I agree."
1079,trump,TRUMP,safety,It is the single greatest threat that this country has.
1080,moderator,MODERATOR,question," Which leads to my next question, as we enter our last segment here (inaudible) the subject of securing America."
1081,moderator,MODERATOR,"question, military","On nuclear weapons, President Obama reportedly considered changing the nation's longstanding policy on first use."
1082,moderator,MODERATOR,"question, military",Do you support the current policy?
1083,moderator,MODERATOR,"trump, question, military,","Mr. Trump, you have two minutes on that."
1084,trump,TRUMP,"h-clinton, russia"," Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she's very cavalier in the way she talks about various countries."
1085,trump,TRUMP,"russia, military",But Russia has been expanding their they have a much newer capability than we do.
1086,trump,TRUMP,misc,I looked the other night.
1087,trump,TRUMP,military,"I was seeing B-52s, they're old enough that your father, your grandfather could be flying them."
1088,trump,TRUMP,military,We are not we are not keeping up with other countries.
1089,trump,TRUMP,misc,"I would like everybody to end it, just get rid of it."
1090,trump,TRUMP,misc,"I think that once the nuclear alternative happens, it's over."
1091,trump,TRUMP,safety,"At the same time, we have to be prepared."
1092,trump,TRUMP,misc,I can't take anything off the table.
1093,trump,TRUMP,misc,"Because you look at some of these countries, you look at North Korea, we're doing nothing there."
1094,trump,TRUMP,china,China should solve that problem for us.
1095,trump,TRUMP,china,China should go into North Korea.
1096,trump,TRUMP,china,China is totally powerful as it relates to North Korea.
1097,trump,TRUMP,"iran, trade","And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal."
1098,trump,TRUMP,"iran, trade",Iran is one of their biggest trading partners.
1099,trump,TRUMP,iran,Iran has power over North Korea.
1100,trump,TRUMP,"iran, trade","And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea."
1101,trump,TRUMP,iran,And they should have done something with respect to Yemen and all these other places.
1102,trump,TRUMP,misc,"And when asked to Secretary Kerry, why didn't you do that?"
1103,trump,TRUMP,trade,Why didn't you add other things into the deal?
1104,trump,TRUMP,trade,"One of the great giveaways of all time, of all time, including $400 million in cash."
1105,trump,TRUMP,misc,That turned out to be wrong.
1106,trump,TRUMP,trade,"It was actually $1.7 billion in cash, obviously, I guess for the hostages."
1107,trump,TRUMP,trade,"So you say to yourself, why didn't they make the right deal?"
1108,trump,TRUMP,trade,This is one of the worst deals ever made by any country in history.
1109,trump,TRUMP,"iran, trade",The deal with Iran will lead to nuclear problems.
1110,trump,TRUMP,iran,"All they have to do is sit back 10 years, and they don't have to do much."
1111,moderator,MODERATOR,misc, Your two minutes is expired.
1112,trump,TRUMP,"iran, safety", And they're going to end up getting nuclear.
1113,trump,TRUMP,misc,I met with Bibi Netanyahu the other day.
1114,trump,TRUMP,misc,"Believe me, he's not a happy camper."
1115,moderator,MODERATOR,"misc, h-clinton","Mrs. Clinton, Secretary Clinton, you have two minutes."
1116,clinton,CLINTON,misc," Well, let me let me start by saying, words matter."
1117,clinton,CLINTON,election,Words matter when you run for president.
1118,clinton,CLINTON,election,And they really matter when you are president.
1119,clinton,CLINTON,safety,And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them.
1120,clinton,CLINTON,america,It is essential that America's word be good.
1121,clinton,CLINTON,america,And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe.
1122,clinton,CLINTON,misc,I've talked with a number of them.
1123,clinton,CLINTON,america,"But I want to on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good."
1124,clinton,CLINTON,misc,It's also important that we look at the entire global situation.
1125,clinton,CLINTON,iran,There's no doubt that we have other problems with Iran.
1126,clinton,CLINTON,misc,"But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that."
1127,clinton,CLINTON,trump,And Donald never tells you what he would do.
1128,clinton,CLINTON,"trump, military",Would he have started a war?
1129,clinton,CLINTON,"trump, iran",Would he have bombed Iran?
1130,clinton,CLINTON,"trade, trump","If he's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be."
1131,clinton,CLINTON,isis,But it's like his plan to defeat ISIS.
1132,clinton,CLINTON,trump,"He says it's a secret plan, but the only secret is that he has no plan."
1133,clinton,CLINTON,misc,So we need to be more precise in how we talk about these issues.
1134,clinton,CLINTON,election,"People around the word follow our presidential campaigns so closely, trying to get hints about what we will do."
1135,clinton,CLINTON,misc,Are we going to lead the world with strength and in accordance with our values?
1136,clinton,CLINTON,h-clinton,That's what I intend to do.
1137,clinton,CLINTON,safety,"I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether they're abroad or at home."
1138,clinton,CLINTON,"america, safety",We cannot let those who would try to destabilize the world to interfere with American interests and security...
1139,moderator,MODERATOR,misc, Your two minutes is...
1140,clinton,CLINTON,misc, ... to be given any opportunities at all.
1141,moderator,MODERATOR,misc, ... is expired.
1142,trump,TRUMP,misc," Lester, one thing I'd like to say."
1143,moderator,MODERATOR,misc, Very quickly.
1144,moderator,MODERATOR,misc,Twenty seconds.
1145,trump,TRUMP,misc, I will go very quickly.
1146,trump,TRUMP,"h-clinton, isis, military","But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place."
1147,trump,TRUMP,isis,"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations."
1148,moderator,MODERATOR,trump, Mr. Trump...
1149,trump,TRUMP,misc, And it's a big problem.
1150,trump,TRUMP,"trade, deficit","And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars."
1151,trump,TRUMP,"safety, crime",We cannot be the policemen of the world.
1152,trump,TRUMP,military,We cannot protect countries all over the world...
1153,trump,TRUMP,trade, ... where they're not paying us what we need.
1154,moderator,MODERATOR,misc, We have just a few final questions...
1155,trump,TRUMP,"trade, economy, h-clinton"," And she doesn't say that, because she's got no business ability."
