index,speaker_name,speaker,topic,text
1,MODERATOR,moderator,question,We're going to begin with a question from one of the members in our town hall.
2,MODERATOR,moderator,question,Each of you will have two minutes to respond to this question.
3,MODERATOR,moderator,question,"Secretary Clinton, you won the coin toss, so you'll go first."
4,MODERATOR,moderator,question,Our first question comes from Patrice Brock.
5,MODERATOR,moderator,question," Thank you, and good evening."
6,MODERATOR,moderator,question,"The last debate could have been rated as MA, mature audiences, per TV parental guidelines."
7,MODERATOR,moderator,education,"Knowing that educators assign viewing the presidential debates as students' homework, do you feel you're modeling appropriate and positive behavior for today's youth?"
8,CLINTON,clinton,education,"Yes, I think that that's a very good question, because I've heard from lots of teachers and parents about some of their concerns about some of the things that are being said and done in this campaign."
9,CLINTON,clinton,"children, america",And I think it is very important for us to make clear to our children that our country really is great because we're good.
10,CLINTON,clinton,children,"And we are going to respect one another, lift each other up."
11,CLINTON,clinton,diversity,"We are going to be looking for ways to celebrate our diversity, and we are going to try to reach out to every boy and girl, as well as every adult, to bring them in to working on behalf of our country."
12,CLINTON,clinton,future,I have a very positive and optimistic view about what we can do together.
13,CLINTON,clinton,"education, economy","That's why the slogan of my campaign is 'Stronger Together,' because I think if we work together, if we overcome the divisiveness that sometimes sets Americans against one another, and instead we make some big goals - and I've set forth some big goals, getting the economy to work for everyone, not just those at the top, making sure that we have the best education system from preschool through college and making it affordable, and so much else."
14,CLINTON,clinton,future,"If we set those goals and we go together to try to achieve them, there's nothing in my opinion that America can't do."
15,CLINTON,clinton,children,So that's why I hope that we will come together in this campaign.
16,CLINTON,clinton,election,"Obviously, I'm hoping to earn your vote, I'm hoping to be elected in November, and I can promise you, I will work with every American."
17,CLINTON,clinton,diversity,"I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion."
18,CLINTON,clinton,future,"I want us to heal our country and bring it together because that's, I think, the best way for us to get the future that our children and our grandchildren deserve."
19,MODERATOR,moderator,question,"Secretary Clinton, thank you."
20,MODERATOR,moderator,question,"Mr. Trump, you have two minutes."
21,TRUMP,trump,education," Well, I actually agree with that."
22,TRUMP,trump,education,I agree with everything she said.
23,TRUMP,trump,america,I began this campaign because I was so tired of seeing such foolish things happen to our country.
24,TRUMP,trump,america,This is a great country.
25,TRUMP,trump,america,This is a great land.
26,TRUMP,trump,america,I've gotten to know the people of the country over the last year-and-a-half that I've been doing this as a politician.
27,TRUMP,trump,trump,"I cannot believe I'm saying that about myself, but I guess I have been a politician."
28,TRUMP,trump,america, And my whole concept was to make America great again.
29,TRUMP,trump,"healthcare, trade, terrorism","When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a one-sided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago."
30,TRUMP,trump,"america, trade","When I look at all of the things that I see and all of the potential that our country has, we have such tremendous potential, whether it's in business and trade, where we're doing so badly."
31,TRUMP,trump,"trade, deficit","Last year, we had almost $800 billion trade deficit."
32,TRUMP,trump,trade,"In other words, trading with other countries."
33,TRUMP,trump,"trade, deficit",We had an $800 billion deficit.
34,TRUMP,trump,trade,It's hard to believe.
35,TRUMP,trump,trade,You say who's making these deals?
36,TRUMP,trump,trade,We're going the make great deals.
37,TRUMP,trump,"immigration, border",We're going to have a strong border.
38,TRUMP,trump,police,We're going to bring back law and order.
39,TRUMP,trump,police,"Just today, policemen was shot, two killed."
40,TRUMP,trump,police,And this is happening on a weekly basis.
41,TRUMP,trump,police,We have to bring back respect to law enforcement.
42,TRUMP,trump,police,"At the same time, we have to take care of people on all sides."
43,TRUMP,trump,justice,We need justice.
44,TRUMP,trump,"diversity, cities","But I want to do things that haven't been done, including fixing and making our inner cities better for the African-American citizens that are so great, and for the Latinos, Hispanics, and I look forward to doing it."
45,TRUMP,trump,america,It's called make America great again.
46,MODERATOR,moderator,question," Thank you, Mr. Trump."
47,MODERATOR,moderator,question,The question from Patrice was about are you both modeling positive and appropriate behavior for today's youth?
48,MODERATOR,moderator,sexual-harassment,"We received a lot of questions online, Mr. Trump, about the tape that was released on Friday, as you can imagine."
49,MODERATOR,moderator,sexual-harassment,You called what you said locker room banter.
50,MODERATOR,moderator,sexual-harassment,"You described kissing women without consent, grabbing their genitals."
51,MODERATOR,moderator,sexual-harassment,That is sexual assault.
52,MODERATOR,moderator,sexual-harassment,You bragged that you have sexually assaulted women.
53,MODERATOR,moderator,sexual-harassment,Do you understand that?
54,TRUMP,trump,sexual-harassment,I don't think you understood what was ' this was locker room talk.
55,TRUMP,trump,sexual-harassment,I'm not proud of it.
56,TRUMP,trump,sexual-harassment,I apologize to my family.
57,TRUMP,trump,sexual-harassment,I apologize to the American people.
58,TRUMP,trump,sexual-harassment,Certainly I'm not proud of it.
59,TRUMP,trump,sexual-harassment,But this is locker room talk.
60,TRUMP,trump,"terrorism, isis","You know, when we have a world where you have ISIS chopping off heads, where you have ' and, frankly, drowning people in steel cages, where you have wars and horrible, horrible sights all over, where you have so many bad things happening, this is like medieval times."
61,TRUMP,trump,terrorism,"We haven't seen anything like this, the carnage all over the world."
62,TRUMP,trump,terrorism,"Can you imagine the people that are, frankly, doing so well against us with ISIS?"
63,TRUMP,trump,terrorism,And they look at our country and they see what's going on.
64,TRUMP,trump,sexual-harassment,"Yes, I'm very embarrassed by it."
65,TRUMP,trump,sexual-harassment,"But it's locker room talk, and it's one of those things."
66,TRUMP,trump,"terrorism, isis",I will knock the hell out of ISIS.
67,TRUMP,trump,"terrorism, isis",We're going to defeat ISIS.
68,TRUMP,trump,"terrorism, isis",ISIS happened a number of years ago in a vacuum that was left because of bad judgment.
69,TRUMP,trump,"terrorism, isis","And I will tell you, I will take care of ISIS."
70,MODERATOR,moderator,misc," So, Mr. Trump..."
71,TRUMP,trump,misc, And we should get on to much more important things and much bigger things.
72,MODERATOR,moderator,sexual-harassment,"Just for the record, though, are you saying that what you said on that bus 11 years ago that you did not actually kiss women without consent or grope women without consent?"
73,TRUMP,trump,women, I have great respect for women.
74,TRUMP,trump,women,Nobody has more respect for women than I do.
75,MODERATOR,moderator,sexual-harassment," So, for the record, you're saying you never did that?"
76,TRUMP,trump,sexual-harassment," I've said things that, frankly, you hear these things I said."
77,TRUMP,trump,sexual-harassment,And I was embarrassed by it.
78,TRUMP,trump,women,But I have tremendous respect for women.
79,MODERATOR,moderator,sexual-harassment, Have you ever done those things?
80,TRUMP,trump,women, And women have respect for me.
81,TRUMP,trump,"america, safety",And I will tell you that I'm going to make our country safe.
82,TRUMP,trump,immigration,"We're going to have borders in our country, which we don't have now."
83,TRUMP,trump,immigration,"People are pouring into our country, and they're coming in from the Middle East and other places."
84,TRUMP,trump,"america, safety",We're going to make America safe again.
85,TRUMP,trump,"america, safety","We're going to make America great again, but we're going to make America safe again."
86,TRUMP,trump,"america, jobs","And we're going to make America wealthy again, because if you don't do that, it just - it sounds harsh to say, but we have to build up the wealth of our nation."
87,MODERATOR,moderator,misc," Thank you, Mr. Trump."
88,TRUMP,trump,jobs," Right now, other nations are taking our jobs and they're taking our wealth."
89,MODERATOR,moderator,misc," Thank you, Mr. Trump."
90,TRUMP,trump,misc, And that's what I want to talk about.
91,MODERATOR,moderator,misc," Secretary Clinton, do you want to respond?"
92,CLINTON,clinton,sexual-harassment,"Well, like everyone else, I've spent a lot of time thinking over the last 48 hours about what we heard and saw."
93,CLINTON,clinton,trump,"You know, with prior Republican nominees for president, I disagreed with them on politics, policies, principles, but I never questioned their fitness to serve."
94,CLINTON,clinton,trump,Donald Trump is different.
95,CLINTON,clinton,trump,I said starting back in June that he was not fit to be president and commander-in-chief.
96,CLINTON,clinton,trump,And many Republicans and independents have said the same thing.
97,CLINTON,clinton,"sexual-harassment, women","What we all saw and heard on Friday was Donald talking about women, what he thinks about women, what he does to women."
98,CLINTON,clinton,trump,And he has said that the video doesn't represent who he is.
99,CLINTON,clinton,sexual-harassment,But I think it's clear to anyone who heard it that it represents exactly who he is.
100,CLINTON,clinton,"sexual-harassment, women",We have seen him insult women.
101,CLINTON,clinton,"sexual-harassment, women","We've seen him rate women on their appearance, ranking them from one to ten."
102,CLINTON,clinton,"sexual-harassment, women",We've seen him embarrass women on TV and on Twitter.
103,CLINTON,clinton,"sexual-harassment, women","We saw him after the first debate spend nearly a week denigrating a former Miss Universe in the harshest, most personal terms."
104,CLINTON,clinton,trump,"So, yes, this is who Donald Trump is."
105,CLINTON,clinton,"trump, diversity, women","But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African- Americans, Latinos, people with disabilities, POWs, Muslims, and so many others."
106,CLINTON,clinton,trump,So this is who Donald Trump is.
107,CLINTON,clinton,america,"And the question for us, the question our country must answer is that this is not who we are."
108,CLINTON,clinton,"children, diversity, america","That's why - to go back to your question - I want to send a message to every boy and girl and, indeed, to the entire world that America already is great, but we are great because we are good, and we will respect one another, and we will work with one another, and we will celebrate our diversity."
109,CLINTON,clinton,america," These are very important values to me, because this is the America that I know and love."
110,CLINTON,clinton,"america, election",And I can pledge to you tonight that this is the America that I will serve if I'm so fortunate enough to become your president.
111,MODERATOR,moderator,question, And we want to get to some questions from online...
112,TRUMP,trump,misc, Am I allowed to respond to that?
113,MODERATOR,moderator,misc," Yes, you can respond to that."
114,TRUMP,trump,misc," It's just words, folks."
115,TRUMP,trump,misc,It's just words.
116,TRUMP,trump,misc,"Those words, I've been hearing them for many years."
117,TRUMP,trump,"h-clinton, jobs","I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed."
118,TRUMP,trump,"h-clinton, education, jobs, safety, cities","I've heard them where Hillary is constantly talking about the inner cities of our country, which are a disaster education-wise, jobwise, safety-wise, in every way possible."
119,TRUMP,trump,diversity,I'm going to help the African-Americans.
120,TRUMP,trump,diversity,"I'm going to help the Latinos, Hispanics."
121,TRUMP,trump,cities,I am going to help the inner cities.
122,TRUMP,trump,"diversity, h-clinton",She's done a terrible job for the African-Americans.
123,TRUMP,trump,"diversity, h-clinton","She wants their vote, and she does nothing, and then she comes back four years later."
124,TRUMP,trump,"diversity, h-clinton",We saw that firsthand when she was United States senator.
125,TRUMP,trump,"diversity, h-clinton",She campaigned where the primary part of her campaign...
126,MODERATOR,moderator,question," Mr. Trump, Mr. Trump - I want to get to audience questions and online questions."
127,TRUMP,trump,question," So, she's allowed to do that, but I'm not allowed to respond?"
128,MODERATOR,moderator,question,You're going to have -- you're going to get to respond right now.
129,TRUMP,trump,question, Sounds fair.
130,MODERATOR,moderator,"sexual-harassment, women", This tape is generating intense interest.
131,MODERATOR,moderator,"sexual-harassment, women","In just 48 hours, it's become the single most talked about story of the entire 2016 election on Facebook, with millions and millions of people discussing it on the social network."
132,MODERATOR,moderator,question,"As we said a moment ago, we do want to bring in questions from voters around country via social media, and our first stays on this topic."
133,MODERATOR,moderator,question,"Jeff from Ohio asks on Facebook, 'Trump says the campaign has changed him."
134,MODERATOR,moderator,question,When did that happen?'
135,MODERATOR,moderator,question,"So, Mr. Trump, let me add to that."
136,MODERATOR,moderator,"sexual-harassment, question","When you walked off that bus at age 59, were you a different man or did that behavior continue until just recently?"
137,MODERATOR,moderator,"sexual-harassment, question",And you have two minutes for this.
138,TRUMP,trump,sexual-harassment," It was locker room talk, as I told you."
139,TRUMP,trump,sexual-harassment,That was locker room talk.
140,TRUMP,trump,sexual-harassment,I'm not proud of it.
141,TRUMP,trump,"sexual-harassment, america","I am a person who has great respect for people, for my family, for the people of this country."
142,TRUMP,trump,sexual-harassment,"And certainly, I'm not proud of it."
143,TRUMP,trump,sexual-harassment,But that was something that happened.
144,TRUMP,trump,"b-clinton, sexual-harassment","If you look at Bill Clinton, far worse."
145,TRUMP,trump,"b-clinton, sexual-harassment","Mine are words, and his was action."
146,TRUMP,trump,"b-clinton, sexual-harassment",His was what he's done to women.
147,TRUMP,trump,"b-clinton, sexual-harassment",There's never been anybody in the history politics in this nation that's been so abusive to women.
148,TRUMP,trump,"b-clinton, sexual-harassment","So you can say any way you want to say it, but Bill Clinton was abusive to women."
149,TRUMP,trump,"h-clinton, sexual-harassment",Hillary Clinton attacked those same women and attacked them viciously.
150,TRUMP,trump,"b-clinton, sexual-harassment",Four of them here tonight.
151,TRUMP,trump,"b-clinton, sexual-harassment","One of the women, who is a wonderful woman, at 12 years old, was raped at 12."
152,TRUMP,trump,"h-clinton, sexual-harassment","Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped."
153,TRUMP,trump,"h-clinton, sexual-harassment","Kathy Shelton, that young woman is here with us tonight."
154,TRUMP,trump,"h-clinton, sexual-harassment",So don't tell me about words.
155,TRUMP,trump,"tape, sexual-harassment",I am absolutely - I apologize for those words.
156,TRUMP,trump,"tape, sexual-harassment",But it is things that people say.
157,TRUMP,trump,"b-clinton, sexual-harassment","But what President Clinton did, he was impeached, he lost his license to practice law."
158,TRUMP,trump,"b-clinton, sexual-harassment","He had to pay an $850,000 fine to one of the women."
159,TRUMP,trump,"b-clinton, sexual-harassment","Paula Jones, who's also here tonight."
160,TRUMP,trump,"h-clinton, sexual-harassment","And I will tell you that when Hillary brings up a point like that and she talks about words that I said 11 years ago, I think it's disgraceful, and I think she should be ashamed of herself, if you want to know the truth."
161,MODERATOR,moderator,misc,Can we please hold the applause?
162,TRUMP,trump,misc,"Secretary Clinton, you have two minutes."
163,CLINTON,clinton,trump," Well, first, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses."
164,CLINTON,clinton,trump,He gets to decide what he wants to talk about.
165,CLINTON,clinton,trump,"Instead of answering people's questions, talking about our agenda, laying out the plans that we have that we think can make a better life and a better country, that's his choice."
166,CLINTON,clinton,obama,"When I hear something like that, I am reminded of what my friend, Michelle Obama, advised us all: When they go low, you go high."
167,CLINTON,clinton,"trump, tape, women","And, look, if this were just about one video, maybe what he's saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women."
168,CLINTON,clinton,"trump, military, religion"," He never apologized to Mr. and Mrs. Khan, the Gold Star family whose son, Captain Khan, died in the line of duty in Iraq."
169,CLINTON,clinton,"trump, military, religion",And Donald insulted and attacked them for weeks over their religion.
170,CLINTON,clinton,"trump, racism","He never apologized to the distinguished federal judge who was born in Indiana, but Donald said he couldn't be trusted to be a judge because his parents were, quote, 'Mexican.'"
171,CLINTON,clinton,"trump, ableism",He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.
172,CLINTON,clinton,"trump, obama, racism",And he never apologized for the racist lie that President Obama was not born in the United States of America.
173,CLINTON,clinton,trump,"He owes the president an apology, he owes our country an apology, and he needs to take responsibility for his actions and his words."
174,TRUMP,trump,obama," Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal - he's another real winner that you have - and he's the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that."
175,TRUMP,trump,obama,So you really owe him an apology.
176,TRUMP,trump,obama,"You're the one that sent the pictures around your campaign, sent the pictures around with President Obama in a certain garb."
177,TRUMP,trump,obama,"That was long before I was ever involved, so you actually owe an apology."
178,TRUMP,trump,obama,"Number two, Michelle Obama."
179,TRUMP,trump,obama,I've gotten to see the commercials that they did on you.
180,TRUMP,trump,obama,"And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary."
181,TRUMP,trump,obama,"So, you talk about friend?"
182,TRUMP,trump,"obama, sanders","Go back and take a look at those commercials, a race where you lost fair and square, unlike the Bernie Sanders race, where you won, but not fair and square, in my opinion."
183,TRUMP,trump,"wikileaks, sanders","And all you have to do is take a look at WikiLeaks and just see what they say about Bernie Sanders and see what Deborah Wasserman Schultz had in mind, because Bernie Sanders, between super-delegates and Deborah Wasserman Schultz, he never had a chance."
184,TRUMP,trump,sanders,And I was so surprised to see him sign on with the devil.
185,TRUMP,trump,emails,"But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 e-mails that you deleted, and that you acid washed, and then the two boxes of e-mails and other things last week that were taken from an office and are now missing."
186,TRUMP,trump,emails,"I didn't think I'd say this, but I'm going to say it, and I hate to say it."
187,TRUMP,trump,emails,"But if I win, I am going to instruct my attorney general to get a special prosecutor to look into your situation, because there has never been so many lies, so much deception."
188,TRUMP,trump,emails,"There has never been anything like it, and we're going to have a special prosecutor."
189,TRUMP,trump,"america, emails","When I speak, I go out and speak, the people of this country are furious."
190,TRUMP,trump,emails,"In my opinion, the people that have been long-term workers at the FBI are furious."
191,TRUMP,trump,emails,"There has never been anything like this, where e-mails ' and you get a subpoena, you get a subpoena, and after getting the subpoena, you delete 33,000 e-mails, and then you acid wash them or bleach them, as you would say, very expensive process."
192,TRUMP,trump,emails,"So we're going to get a special prosecutor, and we're going to look into it, because you know what?"
193,TRUMP,trump,emails,People have been ' their lives have been destroyed for doing one-fifth of what you've done.
194,TRUMP,trump,emails,And it's a disgrace.
195,TRUMP,trump,emails,"And honestly, you ought to be ashamed of yourself."
196,MODERATOR,moderator,emails," Secretary Clinton, I want to follow up on that."
197,MODERATOR,moderator,emails,(CROSSTALK) I'm going to let you talk about e-mails.
198,CLINTON,clinton,emails," ... because everything he just said is absolutely false, but I'm not surprised."
199,CLINTON,clinton,misc, In the first debate...
200,MODERATOR,moderator,misc,"(LAUGHTER) And really, the audience needs to calm down here."
201,CLINTON,clinton,trump,I told people that it would be impossible to be fact-checking Donald all the time.
202,CLINTON,clinton,misc,I'd never get to talk about anything I want to do and how we're going to really make lives better for people.
203,CLINTON,clinton,misc,"So, once again, go to HillaryClinton.com."
204,CLINTON,clinton,trump,We have literally Trump - you can fact check him in real time.
205,CLINTON,clinton,trump,"Last time at the first debate, we had millions of people fact checking, so I expect we'll have millions more fact checking, because, you know, it is - it's just awfully good that someone with the temperament of Donald Trump is not in charge of the law in our country."
206,TRUMP,trump,h-clinton, Because you'd be in jail.
207,TRUMP,trump,misc,(APPLAUSE) Secretary Clinton...
208,MODERATOR,moderator,misc, We want to remind the audience to please not talk out loud.
209,MODERATOR,moderator,misc,You're just wasting time.
210,MODERATOR,moderator,emails," And, Secretary Clinton, I do want to follow up on e- mails."
211,MODERATOR,moderator,emails,You've said your handing of your e-mails was a mistake.
212,MODERATOR,moderator,emails,"You disagreed with FBI Director James Comey, calling your handling of classified information, quote, 'extremely careless.'"
213,MODERATOR,moderator,emails,"The FBI said that there were 110 classified e-mails that were exchanged, eight of which were top secret, and that it was possible hostile actors did gain access to those e-mails."
214,MODERATOR,moderator,emails,You don't call that extremely careless?
215,CLINTON,clinton,emails," Well, Martha, first, let me say ' and I've said before, but I'll repeat it, because I want everyone to hear it ' that was a mistake, and I take responsibility for using a personal e-mail account."
216,CLINTON,clinton,emails,I'm not making any excuses.
217,CLINTON,clinton,emails,It was a mistake.
218,CLINTON,clinton,emails,But I think it's also important to point out where there are some misleading accusations from critics and others.
219,CLINTON,clinton,emails,"After a year-long investigation, there is no evidence that anyone hacked the server I was using and there is no evidence that anyone can point to at all ' anyone who says otherwise has no basis ' that any classified material ended up in the wrong hands."
220,CLINTON,clinton,emails,I take classified materials very seriously and always have.
221,CLINTON,clinton,emails,"When I was on the Senate Armed Services Committee, I was privy to a lot of classified material."
222,CLINTON,clinton,emails,"Obviously, as secretary of state, I had some of the most important secrets that we possess, such as going after bin Laden."
223,CLINTON,clinton,emails,So I am very committed to taking classified information seriously.
224,CLINTON,clinton,emails,"And as I said, there is no evidence that any classified information ended up in the wrong hands."
225,MODERATOR,moderator,misc," OK, we're going to move on."
226,TRUMP,trump,emails, And yet she didn't know the word - the letter C on a document.
227,TRUMP,trump,emails,She didn't even know what that word - what that letter meant.
228,TRUMP,trump,"h-clinton, emails",I'm watching Hillary go over facts.
229,TRUMP,trump,emails,"And she's going after fact after fact, and she's lying again, because she said she ' you know, what she did with the e-mail was fine."
230,TRUMP,trump,emails,"You think it was fine to delete 33,000 e-mails?"
231,TRUMP,trump,emails,"She said the 33,000 e-mails had to do with her daughter's wedding, number one, and a yoga class."
232,TRUMP,trump,emails,"Well, maybe we'll give three or three or four or five or something. 33,000 e-mails deleted, and now she's saying there wasn't anything wrong."
233,TRUMP,trump,emails,"And more importantly, that was after getting a subpoena."
234,TRUMP,trump,emails,She got it from the United States Congress.
235,TRUMP,trump,emails,"And I'll be honest, I am so disappointed in congressmen, including Republicans, for allowing this to happen."
236,TRUMP,trump,emails,"Our Justice Department, where our husband goes on to the back of a airplane for 39 minutes, talks to the attorney general days before a ruling is going to be made on her case."
237,TRUMP,trump,emails,"But for you to say that there was nothing wrong with you deleting 39,000 e-mails, again, you should be ashamed of yourself."
238,TRUMP,trump,emails,What you did - and this is after getting a subpoena from the United States Congress.
239,MODERATOR,moderator,question, We have to move on.
240,TRUMP,trump,misc,Wait a minute.
241,MODERATOR,moderator,question," Secretary Clinton, you can respond, and then we got to move on."
242,MODERATOR,moderator,question, We want to give the audience a chance.
243,TRUMP,trump,emails," If you did that in the private sector, you'd be put in jail, let alone after getting a subpoena from the United States Congress."
244,MODERATOR,moderator,question," Secretary Clinton, you can respond."
245,MODERATOR,moderator,question,Then we have to move on to an audience question.
246,CLINTON,clinton,emails," Look, it's just not true."
247,TRUMP,trump,emails," Oh, you didn't delete them?"
248,MODERATOR,moderator,misc," Allow her to respond, please."
249,CLINTON,clinton,emails," It was personal e-mails, not official."
250,TRUMP,trump,emails,"Oh, 33,000?"
251,CLINTON,clinton,emails,"Not - well, we turned over 35,000, so..."
252,MODERATOR,moderator,misc, Please allow her to respond.
253,MODERATOR,moderator,misc,She didn't talk while you talked.
254,CLINTON,clinton,misc," Yes, that's true, I didn't."
255,CLINTON,clinton,misc," I didn't in the first debate, and I'm going to try not to in this debate, because I'd like to get to the questions that the people have brought here tonight to talk to us about."
256,TRUMP,trump,misc,Get off this question.
257,MODERATOR,moderator,misc," OK, Donald."
258,CLINTON,clinton,misc,"I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you."
259,MODERATOR,moderator,misc,Allow her to respond.
260,CLINTON,clinton,misc, ... on some of the issues that people care about tonight.
261,CLINTON,clinton,question,Let's get to their questions.
262,MODERATOR,moderator,question, We have a question here from Ken Karpowicz.
263,MODERATOR,moderator,healthcare,He has a question about health care.
264,TRUMP,trump,emails," I'd like to know, Anderson, why aren't you bringing up the e-mails?"
265,TRUMP,trump,emails,Why aren't you bringing...
266,MODERATOR,moderator,emails, We brought up the e-mails.
267,TRUMP,trump,emails,And it hasn't been finished at all.
268,MODERATOR,moderator,question, Ken Karpowicz has a question.
269,TRUMP,trump,misc, It's nice to - one on three.
270,MODERATOR,moderator,"healthcare, obamacare","Affordable Care Act, known as Obamacare, it is not affordable."
271,MODERATOR,moderator,healthcare,Premiums have gone up.
272,MODERATOR,moderator,healthcare,Deductibles have gone up.
273,MODERATOR,moderator,healthcare,Copays have gone up.
274,MODERATOR,moderator,healthcare,And the coverage has gone down.
275,MODERATOR,moderator,healthcare,What will you do to bring the cost down and make coverage better?
276,MODERATOR,moderator,question," That first one goes to Secretary Clinton, because you started out the last one to the audience."
277,CLINTON,clinton,question," If he wants to start, he can start."
278,CLINTON,clinton,question,"No, go ahead, Donald."
279,TRUMP,trump,question," No, I'm a gentlemen, Hillary."
280,MODERATOR,moderator,question,Secretary Clinton?
281,CLINTON,clinton,"healthcare, obamacare"," Well, I think Donald was about to say he's going to solve it by repealing it and getting rid of the Affordable Care Act."
282,CLINTON,clinton,healthcare,"And I'm going to fix it, because I agree with you."
283,CLINTON,clinton,healthcare,Premiums have gotten too high.
284,CLINTON,clinton,healthcare,"Copays, deductibles, prescription drug costs, and I've laid out a series of actions that we can take to try to get those costs down."
285,CLINTON,clinton,"healthcare, obamacare","But here's what I don't want people to forget when we're talking about reining in the costs, which has to be the highest priority of the next president, when the Affordable Care Act passed, it wasn't just that 20 million got insurance who didn't have it before."
286,CLINTON,clinton,healthcare,But that in and of itself was a good thing.
287,CLINTON,clinton,healthcare,"I meet these people all the time, and they tell me what a difference having that insurance meant to them and their families."
288,CLINTON,clinton,healthcare,"But everybody else, the 170 million of us who get health insurance through our employees got big benefits."
289,CLINTON,clinton,healthcare,"Number one, insurance companies can't deny you coverage because of a pre-existing condition."
290,CLINTON,clinton,healthcare,"Number two, no lifetime limits, which is a big deal if you have serious health problems."
291,CLINTON,clinton,"healthcare, obamacare","Number three, women can't be charged more than men for our health insurance, which is the way it used to be before the Affordable Care Act."
292,CLINTON,clinton,healthcare,"Number four, if you're under 26, and your parents have a policy, you can be on that policy until the age of 26, something that didn't happen before."
293,CLINTON,clinton,"healthcare, obamacare",So I want very much to save what works and is good about the Affordable Care Act.
294,CLINTON,clinton,healthcare,But we've got to get costs down.
295,CLINTON,clinton,healthcare,We've got to provide additional help to small businesses so that they can afford to provide health insurance.
296,CLINTON,clinton,healthcare,"But if we repeal it, as Donald has proposed, and start over again, all of those benefits I just mentioned are lost to everybody, not just people who get their health insurance on the exchange."
297,CLINTON,clinton,healthcare,And then we would have to start all over again.
298,CLINTON,clinton,healthcare,"Right now, we are at 90 percent health insurance coverage."
299,CLINTON,clinton,america,That's the highest we've ever been in our country.
300,MODERATOR,moderator,misc," Secretary Clinton, your time is up."
301,CLINTON,clinton,healthcare,"So I want us to get to 100 percent, but get costs down and keep quality up."
302,MODERATOR,moderator,misc," Mr. Trump, you have two minutes."
303,TRUMP,trump,"healthcare, military"," It is such a great question and it's maybe the question I get almost more than anything else, outside of defense."
304,TRUMP,trump,"healthcare, obamacare",Obamacare is a disaster.
305,TRUMP,trump,healthcare,It's going up at numbers that nobody's ever seen worldwide.
306,TRUMP,trump,healthcare,Nobody's ever seen numbers like this for health care.
307,TRUMP,trump,healthcare,It's only getting worse.
308,TRUMP,trump,healthcare,"Their method of fixing it is to go back and ask Congress for more money, more and more money."
309,TRUMP,trump,"healthcare, deficit",We have right now almost $20 trillion in debt.
310,TRUMP,trump,"healthcare, obamacare",Obamacare will never work.
311,TRUMP,trump,healthcare,"It's very bad, very bad health insurance."
312,TRUMP,trump,healthcare,Far too expensive.
313,TRUMP,trump,"healthcare, america","And not only expensive for the person that has it, unbelievably expensive for our country."
314,TRUMP,trump,healthcare,It's going to be one of the biggest line items very shortly.
315,TRUMP,trump,healthcare,"We have to repeal it and replace it with something absolutely much less expensive and something that works, where your plan can actually be tailored."
316,TRUMP,trump,healthcare,"We have to get rid of the lines around the state, artificial lines, where we stop insurance companies from coming in and competing, because they want - and President Obama and whoever was working on it - they want to leave those lines, because that gives the insurance companies essentially monopolies."
317,TRUMP,trump,healthcare,We want competition.
318,TRUMP,trump,healthcare,You will have the finest health care plan there is.
319,TRUMP,trump,"healthcare, canada","She wants to go to a single-payer plan, which would be a disaster, somewhat similar to Canada."
320,TRUMP,trump,"healthcare, canada","And if you haven't noticed the Canadians, when they need a big operation, when something happens, they come into the United States in many cases because their system is so slow."
321,TRUMP,trump,healthcare,It's catastrophic in certain ways.
322,TRUMP,trump,healthcare,"But she wants to go to single payer, which means the government basically rules everything."
323,TRUMP,trump,healthcare,Hillary Clinton has been after this for years.
324,TRUMP,trump,"healthcare, obamacare",Obamacare was the first step.
325,TRUMP,trump,"healthcare, obamacare",Obamacare is a total disaster.
326,TRUMP,trump,healthcare,"And not only are your rates going up by numbers that nobody's ever believed, but your deductibles are going up, so that unless you get hit by a truck, you're never going to be able to use it."
327,MODERATOR,moderator,misc," Mr. Trump, your time..."
328,TRUMP,trump,healthcare," It is a disastrous plan, and it has to be repealed and replaced."
329,MODERATOR,moderator,misc," Secretary Clinton, let me follow up with you."
330,MODERATOR,moderator,"healthcare, obamacare","Your husband called Obamacare, quote, 'the craziest thing in the world,' saying that small-business owners are getting killed as premiums double, coverage is cut in half."
