index,polarity,subjectivity,speaker,speaker_name,text,applause,attack,agree,noun_phrases,people,locations,topic
367,0.21666666666666667,0.43333333333333335,moderator,moderator,"Senator Sanders, Senator Sanders, you've talked a lot about things you want to do. You want free education for everyone, you want the Federal Minimum Wage raised to $15 an hour. You want to expand Social Security...",False,False,False,"['sanders', 'sanders', 'free education', 'minimum wage', 'social security ...']",[],[],"question, education, sanders"
368,0.0,0.0,sanders,sanders,... Yeah...,False,False,False,['yeah'],[],[],misc
369,-0.041666666666666664,0.20833333333333334,moderator,moderator,"... benefits. You've been specific about what you want, but let's talk about how to pay for all this. You now said that you would raise taxes today, two hours or so ago, you said you would raise taxes to pay for your health care plan. You haven't been specific about how to pay for the other things...",False,False,False,"['... benefits', 'health care plan', 'things ...']",[],[],"question, taxes"
370,0.35,0.65,sanders,sanders,... That's true.,False,False,False,[],[],[],misc
371,0.0,0.0,moderator,moderator,... Will you tell us tonight?,False,False,False,['will'],[],[],"question, misc"
372,0.4928571428571428,0.5678571428571428,sanders,sanders,"Good. You're right. I want to rebuild our crumbling infrastructure, create 13 million jobs.",False,False,False,[],[],[],jobs
373,-0.21875,0.75,sanders,sanders,"We do that by doing away with the absurd loophole that now allows major profitable corporations to stash their money in the Cayman Islands, and not in some years, pay a nickel in taxes.",False,False,False,"['absurd loophole', 'major profitable corporations', 'cayman']",[],[],taxes
374,0.1,0.6229166666666667,sanders,sanders,"Yes, I do. I plead guilty. I want every kid in this country who has the ability to be able to go to a public college, or university, tuition free. And, by the way, I want to substantially lower student debt interest rates in this country as well.",False,False,False,"['public college', 'student debt interest rates']",[],[],education
375,0.0,0.0,sanders,sanders,How do I pay for it? [applause],True,False,False,[],[],[],misc
376,0.0,0.0,sanders,sanders,"I pay for it through a tax on Wall Street speculation. This country, and the middle class, bailed out Wall Street. Now, it is Wall Street's time to help the middle class. In fact...",False,False,False,"['wall street speculation', 'middle class', 'wall', 'wall', ""street 's time"", 'middle class', 'fact ...']",[],[],"taxes, middle"
377,0.0,0.0,omalley,omalley,[inaudible],False,False,False,['[ inaudible ]'],[],[],misc
378,0.25,0.5,sanders,sanders,"... we have documented, unlike Secretary Clinton, I have documented exactly how I would pay for our ambitious agenda.",False,False,True,['ambitious agenda'],[],[],h-clinton
379,0.0,0.0,omalley,omalley,Andrea...,False,False,False,['andrea'],[],[],misc
380,0.5,0.5,moderator,moderator,... OK...,False,False,False,['ok ...'],[],[],misc
381,0.0,1.0,omalley,omalley,... The only person on this stage who has...,False,False,False,[],[],[],misc
382,0.0,0.5,moderator,moderator,"... Secretary Clinton, you mentioned earlier, Secretary Clinton, do you want to respond?",False,False,False,['... secretary'],[],[],"question, h-clinton"
383,0.0,0.06666666666666668,clinton,clinton,"Well, I have actually documented every way that I'm going to pay for what I'm doing because I think the American public deserves to know. And, you can go to my website and actually see that.",False,False,False,['american public'],[],[],taxes
384,-0.1111111111111111,0.5555555555555555,clinton,clinton,"But, there are serious questions about how we're going to pay for what we want to see our country do. And, I'm the only candidate standing here tonight who has said I will not raise taxes on the middle class.",False,False,False,"['serious questions', 'middle class']",[],[],"taxes, middle, america"
385,0.4666666666666666,0.8962962962962964,clinton,clinton,"I want to raise incomes, not taxes, and I'm going to do everything I can to make sure that the wealthy pay for debt free tuition, for child care, for paid family leave.",False,False,False,"['free tuition', 'child care']",[],[],"jobs, children"
386,-0.15555555555555559,0.2888888888888889,clinton,clinton,"To help us bring down student debt we're going to refinance that student debt, saving kids thousands of dollars.",False,False,False,"['student debt', 'student debt', 'kids thousands']",[],[],deficit
387,0.0,0.0,clinton,clinton,"Yeah, and that will also come out of the, some of the pockets of people in the financial services industry...",False,False,False,"['yeah', 'financial services industry ...']",[],[],jobs
388,0.5,0.5,moderator,moderator,"OK, we're out of time. Senator Sanders,",False,False,False,['sanders'],[],[],sanders
389,0.25,0.25,clinton,clinton,But I will tell you exactly how I pay for everything I've proposed...[crosstalk],False,False,False,['... [ crosstalk ]'],[],[],misc
390,0.0,0.0,moderator,moderator,Senator Sanders...,False,False,False,['sanders'],[],[],sanders
